ID_0,ID_1,ISO,NAME
10,5,ATG,Saint Mary,
11,1,ARG,Buenos Aires,
11,2,ARG,Catamarca,
11,3,ARG,Chaco,
11,4,ARG,Chubut,
11,6,ARG,Córdoba,
11,7,ARG,Corrientes,
11,8,ARG,Entre Ríos,
11,9,ARG,Formosa,
11,10,ARG,Jujuy,
11,11,ARG,La Pampa,
11,12,ARG,La Rioja,
11,13,ARG,Mendoza,
11,14,ARG,Misiones,
11,15,ARG,Neuquén,
11,16,ARG,Río Negro,
11,17,ARG,Salta,
11,18,ARG,San Juan,
11,19,ARG,San Luis,
11,20,ARG,Santa Cruz,
11,21,ARG,Santa Fe,
11,22,ARG,Santiago del Estero,
11,23,ARG,Tierra del Fuego,
11,24,ARG,Tucumán,
12,1,ARM,Aragatsotn,
12,2,ARM,Ararat,
12,5,ARM,Gegharkunik,
12,6,ARM,Kotayk,
12,8,ARM,Lori,
12,9,ARM,Shirak,
12,10,ARM,Syunik,
12,11,ARM,Tavush,
12,12,ARM,Vayots Dzor,
14,1,AUS,Ashmore and Cartier Islands,
14,4,AUS,New South Wales,
14,5,AUS,Northern Territory,
14,6,AUS,Queensland,
14,7,AUS,South Australia,
14,8,AUS,Tasmania,
14,9,AUS,Unknown1,
14,10,AUS,Victoria,
14,11,AUS,Western Australia,
15,1,AUT,Burgenland,
15,2,AUT,Kärnten,
15,3,AUT,Niederösterreich,
15,4,AUT,Oberösterreich,
15,5,AUT,Salzburg,
15,6,AUT,Steiermark,
15,7,AUT,Tirol,
15,8,AUT,Vorarlberg,
16,1,AZE,S?ki,
16,2,AZE,S?mkir,
16,5,AZE,Samaxi,
16,7,AZE,Imisli,
16,8,AZE,Ismayilli,
16,11,AZE,Agdas,
16,15,AZE,Abseron,
16,17,AZE,B?rd?,
16,21,AZE,Beyl?qan,
16,24,AZE,C?lilabad,
16,25,AZE,Culfa,
16,28,AZE,Füzuli,
16,31,AZE,Goranboy,
16,33,AZE,Haciqabul,
16,34,AZE,K?lb?c?r,
16,35,AZE,Kürd?mir,
16,36,AZE,L?nk?ran,
16,44,AZE,Q?b?l?,
16,45,AZE,Qax,
16,46,AZE,Qazax,
16,48,AZE,Quba,
16,49,AZE,Qubadli,
16,53,AZE,Sabirabad,
16,54,AZE,Salyan,
16,58,AZE,T?rt?r,
16,59,AZE,Tovuz,
16,63,AZE,Xizi,
16,64,AZE,Xocali,
16,69,AZE,Z?rdab,
16,70,AZE,Zaqatala,
17,1,BHS,Acklins,
17,2,BHS,Berry Islands,
17,4,BHS,Black Point,
17,5,BHS,Cat Island,
17,6,BHS,Central Abaco,
17,7,BHS,Central Andros,
17,8,BHS,Central Eleuthera,
17,10,BHS,Crooked Island,
17,11,BHS,East Grand Bahama,
17,12,BHS,Exuma,
17,15,BHS,Hope Town,
17,16,BHS,Inagua,
17,17,BHS,Long Island,
17,19,BHS,Mayaguana,
17,20,BHS,Moore's Island,
17,21,BHS,New Providence,
17,23,BHS,North Andros,
17,24,BHS,North Eleuthera,
17,26,BHS,Rum Cay,
17,27,BHS,San Salvador,
17,28,BHS,South Abaco,
17,29,BHS,South Andros,
17,30,BHS,South Eleuthera,
17,32,BHS,West Grand Bahama,
18,5,BHR,Southern,
19,1,BGD,Barisal,
19,2,BGD,Chittagong,
19,3,BGD,Dhaka,
19,4,BGD,Khulna,
19,5,BGD,Rajshahi,
19,6,BGD,Sylhet,
20,8,BRB,Saint Michael,
20,10,BRB,Saint Philip,
21,1,BLR,Brest,
21,2,BLR,Homyel',
21,3,BLR,Hrodna,
21,4,BLR,Mahilyow,
21,5,BLR,Minsk,
21,6,BLR,Vitsyebsk,
22,1,BEL,Vlaanderen,
22,3,BEL,Vlaanderen,
22,4,BEL,Vlaanderen,
22,5,BEL,Wallonie,
22,6,BEL,Wallonie,
22,7,BEL,Vlaanderen,
22,8,BEL,Wallonie,
22,9,BEL,Wallonie,
22,11,BEL,Vlaanderen,
23,1,BLZ,Belize,
23,2,BLZ,Cayo,
23,3,BLZ,Corozal,
23,4,BLZ,Orange Walk,
23,5,BLZ,Stann Creek,
23,6,BLZ,Toledo,
24,1,BEN,Alibori,
24,2,BEN,Atakora,
24,3,BEN,Atlantique,
24,4,BEN,Borgou,
24,5,BEN,Collines,
24,6,BEN,Donga,
24,9,BEN,Mono,
24,11,BEN,Plateau,
24,12,BEN,Zou,
24,24,BEN,NA,
24,27,BEN,NA,
25,4,BMU,Paget,
26,1,BTN,Bumthang,
26,4,BTN,Daga,
26,5,BTN,Gasa,
26,7,BTN,Ha,
26,8,BTN,Lhuntshi,
26,9,BTN,Mongar,
26,15,BTN,Shemgang,
26,17,BTN,Tashigang,
26,20,BTN,Wangdi Phodrang,
26,30,BTN,NA,
26,35,BTN,NA,
27,1,BOL,Chuquisaca,
27,2,BOL,Cochabamba,
27,3,BOL,El Beni,
27,4,BOL,La Paz,
27,5,BOL,Oruro,
27,6,BOL,Pando,
27,7,BOL,Potosí,
27,8,BOL,Santa Cruz,
27,9,BOL,Tarija,
29,2,BIH,Federacija Bosna i Hercegovina,
29,3,BIH,Repuplika Srpska,
30,1,BWA,Central,
30,2,BWA,Ghanzi,
30,3,BWA,Kgalagadi,
30,4,BWA,Kgatleng,
30,5,BWA,Kweneng,
30,6,BWA,North-East,
30,7,BWA,North-West,
30,9,BWA,Southern,
32,1,BRA,Acre,
32,2,BRA,Alagoas,
32,3,BRA,Amapá,
32,4,BRA,Amazonas,
32,5,BRA,Bahia,
32,6,BRA,Ceará,
32,7,BRA,Distrito Federal,
32,8,BRA,Espírito Santo,
32,9,BRA,Goiás,
32,10,BRA,Maranhão,
32,11,BRA,Mato Grosso do Sul,
32,12,BRA,Mato Grosso,
32,13,BRA,Minas Gerais,
32,14,BRA,Pará,
32,15,BRA,Paraíba,
32,16,BRA,Paraná,
32,17,BRA,Pernambuco,
32,18,BRA,Piauí,
32,19,BRA,Rio de Janeiro,
32,20,BRA,Rio Grande do Norte,
32,21,BRA,Rio Grande do Sul,
32,22,BRA,Rondônia,
32,23,BRA,Roraima,
32,24,BRA,Santa Catarina,
32,25,BRA,São Paulo,
32,26,BRA,Sergipe,
32,27,BRA,Tocantins,
34,2,VGB,NA,
35,1,BRN,Belait,
35,4,BRN,Tutong,
36,1,BGR,Blagoevgrad,
36,2,BGR,Burgas,
36,3,BGR,Dobrich,
36,4,BGR,Gabrovo,
36,6,BGR,Haskovo,
36,7,BGR,Kardzhali,
36,8,BGR,Kyustendil,
36,9,BGR,Lovech,
36,10,BGR,Montana,
36,11,BGR,Pazardzhik,
36,12,BGR,Pernik,
36,13,BGR,Pleven,
36,14,BGR,Plovdiv,
36,15,BGR,Razgrad,
36,16,BGR,Ruse,
36,17,BGR,Shumen,
36,18,BGR,Silistra,
36,19,BGR,Sliven,
36,20,BGR,Smolyan,
36,21,BGR,Sofia,
36,22,BGR,Stara Zagora,
36,23,BGR,Targovishte,
36,24,BGR,Varna,
36,25,BGR,Veliko Tarnovo,
36,26,BGR,Vidin,
36,27,BGR,Vratsa,
36,28,BGR,Yambol,
37,1,BFA,Balé,
37,2,BFA,Bam,
37,3,BFA,Banwa,
37,5,BFA,Bougouriba,
37,6,BFA,Boulgou,
37,7,BFA,Boulkiemdé,
37,8,BFA,Ganzourgou,
37,9,BFA,Gnagna,
37,10,BFA,Gourma,
37,11,BFA,Houet,
37,13,BFA,Kadiogo,
37,14,BFA,Kénédougou,
37,15,BFA,Komoé,
37,16,BFA,Komondjari,
37,17,BFA,Kompienga,
37,18,BFA,Kossi,
37,19,BFA,Koulpélogo,
37,20,BFA,Kouritenga,
37,21,BFA,Kourwéogo,
37,22,BFA,Léraba,
37,24,BFA,Mou Houn,
37,25,BFA,Nahouri,
37,27,BFA,Nayala,
37,28,BFA,Oubritenga,
37,29,BFA,Oudalan,
37,30,BFA,Passoré,
37,31,BFA,Poni,
37,32,BFA,Sanguié,
37,33,BFA,Sanmatenga,
37,34,BFA,Séno,
37,35,BFA,Sissili,
37,36,BFA,Soum,
37,37,BFA,Sourou,
37,38,BFA,Tapoa,
37,39,BFA,Tuy,
37,40,BFA,Yagha,
37,41,BFA,Yatenga,
37,42,BFA,Ziro,
37,43,BFA,Zondoma,
37,44,BFA,Zoundwéogo,
38,4,BDI,Bururi,
38,6,BDI,Cibitoke,
38,7,BDI,Gitega,
38,8,BDI,NA,
38,10,BDI,Kirundo,
38,11,BDI,Makamba,
38,15,BDI,Ngozi,
38,16,BDI,Rutana,
38,17,BDI,Ruyigi,
39,1,KHM,Bântéay Méanchey,
39,2,KHM,Batdâmbâng,
39,3,KHM,Kâmpóng Cham,
39,4,KHM,Kâmpóng Chhnang,
39,5,KHM,Kâmpóng Sp,
39,6,KHM,Kâmpóng Thum,
39,7,KHM,Kâmpôt,
39,8,KHM,Kândal,
39,9,KHM,Kaôh Kong,
39,11,KHM,Krâchéh,
39,13,KHM,Krong Preah Sihanouk,
39,14,KHM,Môndól Kiri,
39,15,KHM,Otdar Mean Chey,
39,17,KHM,Pouthisat,
39,18,KHM,Preah Vihéar,
39,19,KHM,Prey Vêng,
39,20,KHM,Rôtânôkiri,
39,21,KHM,Siemréab,
39,22,KHM,Stng Trêng,
39,23,KHM,Svay Rieng,
39,24,KHM,Takêv,
40,1,CMR,Adamaoua,
40,2,CMR,Centre,
40,3,CMR,Est,
40,4,CMR,Extrême-Nord,
40,5,CMR,Littoral,
40,6,CMR,Nord-Ouest,
40,7,CMR,Nord,
40,8,CMR,Ouest,
40,9,CMR,Sud-Ouest,
40,10,CMR,Sud,
41,1,CAN,Alberta,
41,2,CAN,British Columbia,
41,3,CAN,Manitoba,
41,4,CAN,New Brunswick,
41,5,CAN,Newfoundland and Labrador,
41,6,CAN,Northwest Territories,
41,7,CAN,Nova Scotia,
41,8,CAN,Nunavut,
41,9,CAN,Ontario,
41,10,CAN,Prince Edward Island,
41,11,CAN,Québec,
41,12,CAN,Saskatchewan,
41,13,CAN,Yukon,
41,20,CAN,NA,
42,1,CPV,Boa Vista,
42,2,CPV,Brava,
42,3,CPV,Maio,
42,4,CPV,Mosteiros,
42,5,CPV,Paúl,
42,6,CPV,Porto Novo,
42,7,CPV,Praia,
42,9,CPV,Sal,
42,10,CPV,Santa Catarina,
42,13,CPV,São Filipe,
42,15,CPV,São Nicolau,
42,16,CPV,São Vicente,
43,2,CA-,NA,
43,4,CA-,NA,
43,6,CA-,NA,
43,7,CA-,NA,
43,8,CA-,NA,
43,15,CA-,NA,
43,17,CA-,NA,
43,19,CA-,NA,
43,25,CA-,NA,
43,36,CA-,NA,
43,41,CA-,NA,
43,56,CA-,NA,
43,61,CA-,NA,
44,2,CYM,Cayman Brac,
44,5,CYM,Little Cayman,
44,6,CYM,North Side,
45,1,CAF,Bamingui-Bangoran,
45,3,CAF,Basse-Kotto,
45,4,CAF,Haut-Mbomou,
45,5,CAF,Haute-Kotto,
45,6,CAF,Kémo,
45,7,CAF,Lobaye,
45,8,CAF,Mambéré-Kadéï,
45,9,CAF,Mbomou,
45,10,CAF,Nana-Grébizi,
45,11,CAF,Nana-Mambéré,
45,12,CAF,Ombella-M'Poko,
45,13,CAF,Ouaka,
45,14,CAF,Ouham-Pendé,
45,15,CAF,Ouham,
45,16,CAF,Sangha-Mbaéré,
45,17,CAF,Vakaga,
46,1,TCD,Batha,
46,2,TCD,Bet,
46,3,TCD,Chari-Baguirmi,
46,4,TCD,Guéra,
46,5,TCD,Hadjer-Lamis,
46,6,TCD,Kanem,
46,7,TCD,Lac,
46,8,TCD,Logone Occidental,
46,9,TCD,Logone Oriental,
46,10,TCD,Mandoul,
46,11,TCD,Mayo-Kebbi Est,
46,12,TCD,Mayo-Kebbi Ouest,
46,13,TCD,Moyen-Chari,
46,14,TCD,Ouaddaï,
46,15,TCD,Salamat,
46,16,TCD,Tandjilé,
46,17,TCD,Ville de N'Djamena,
46,18,TCD,Wadi Fira,
47,1,CHL,Aisén del General Carlos Ibáñez del Campo,
47,2,CHL,Antofagasta,
47,3,CHL,Araucanía,
47,4,CHL,Atacama,
47,5,CHL,Bío-Bío,
47,6,CHL,Coquimbo,
47,7,CHL,Libertador General Bernardo O'Higgins,
47,8,CHL,Los Lagos,
47,9,CHL,Magallanes y Antártica Chilena,
47,10,CHL,Maule,
47,11,CHL,Región Metropolitana de Santiago,
47,12,CHL,Tarapacá,
47,13,CHL,Valparaíso,
47,18,CHL,NA,
47,20,CHL,NA,
48,1,CHN,Anhui,
48,2,CHN,Beijing,
48,3,CHN,Chongqing,
48,4,CHN,Fujian,
48,5,CHN,Gansu,
48,6,CHN,Guangdong,
48,7,CHN,Guangxi,
48,8,CHN,Guizhou,
48,9,CHN,Hainan,
48,10,CHN,Hebei,
48,11,CHN,Heilongjiang,
48,12,CHN,Henan,
48,13,CHN,Hubei,
48,14,CHN,Hunan,
48,15,CHN,Jiangsu,
48,16,CHN,Jiangxi,
48,17,CHN,Jilin,
48,18,CHN,Liaoning,
48,19,CHN,Nei Mongol,
48,20,CHN,Ningxia Hui,
48,21,CHN,Paracel Islands,
48,22,CHN,Qinghai,
48,23,CHN,Shaanxi,
48,24,CHN,Shandong,
48,25,CHN,Shanghai,
48,26,CHN,Shanxi,
48,27,CHN,Sichuan,
48,28,CHN,Tianjin,
48,29,CHN,Xinjiang Uygur,
48,30,CHN,Xizang,
48,31,CHN,Yunnan,
48,32,CHN,Zhejiang,
52,1,COL,Amazonas,
52,2,COL,Antioquia,
52,3,COL,Arauca,
52,4,COL,Atlántico,
52,5,COL,Bolívar,
52,6,COL,Boyacá,
52,7,COL,Caldas,
52,8,COL,Caquetá,
52,9,COL,Casanare,
52,10,COL,Cauca,
52,11,COL,Cesar,
52,12,COL,Chocó,
52,13,COL,Córdoba,
52,14,COL,Cundinamarca,
52,15,COL,Guainía,
52,16,COL,Guaviare,
52,17,COL,Huila,
52,18,COL,La Guajira,
52,19,COL,Magdalena,
52,20,COL,Meta,
52,21,COL,Nariño,
52,22,COL,Norte de Santander,
52,23,COL,Putumayo,
52,25,COL,Risaralda,
52,26,COL,San Andrés y Providencia,
52,27,COL,Santander,
52,28,COL,Sucre,
52,29,COL,Tolima,
52,30,COL,Valle del Cauca,
52,31,COL,Vaupés,
52,32,COL,Vichada,
53,1,COM,Mwali,
53,2,COM,Njazídja,
53,3,COM,Nzwani,
55,1,CRI,Alajuela,
55,2,CRI,Cartago,
55,3,CRI,Guanacaste,
55,5,CRI,Limón,
55,6,CRI,Puntarenas,
55,7,CRI,San José,
56,1,CIV,Agnéby,
56,2,CIV,Bafing,
56,3,CIV,Bas-Sassandra,
56,4,CIV,Denguélé,
56,5,CIV,Dix-Huit Montagnes,
56,6,CIV,Fromager,
56,7,CIV,Haut-Sassandra,
56,8,CIV,Lacs,
56,9,CIV,Lagunes,
56,10,CIV,Marahoué,
56,11,CIV,Moyen-Cavally,
56,12,CIV,Moyen-Comoé,
56,13,CIV,N'zi-Comoé,
56,14,CIV,Savanes,
56,15,CIV,Sud-Bandama,
56,16,CIV,Sud-Comoé,
56,17,CIV,Vallée du Bandama,
56,18,CIV,Worodougou,
56,19,CIV,Zanzan,
57,1,HRV,Bjelovarska-Bilogorska,
57,2,HRV,NA,
57,3,HRV,Dubrovacko-Neretvanska,
57,5,HRV,Istarska,
57,6,HRV,Karlovacka,
57,7,HRV,Koprivnicko-Krievacka,
57,9,HRV,Licko-Senjska,
57,11,HRV,Osjecko-Baranjska,
57,12,HRV,Poeko-Slavonska,
57,13,HRV,Primorsko-Goranska,
57,14,HRV,ibensko-Kninska,
57,15,HRV,Sisacko-Moslavacka,
57,16,HRV,Splitsko-Dalmatinska,
57,17,HRV,Varadinska,
57,18,HRV,Viroviticko-Podravska,
57,19,HRV,Vukovarsko-Srijemska,
57,20,HRV,Zadarska,
57,21,HRV,Zagrebacka,
58,1,CUB,Camagüey,
58,2,CUB,Ciego de Ávila,
58,3,CUB,Cienfuegos,
58,4,CUB,Ciudad de la Habana,
58,5,CUB,Granma,
58,6,CUB,Guantánamo,
58,7,CUB,Holguín,
58,8,CUB,Isla de la Juventud,
58,9,CUB,La Habana,
58,10,CUB,Las Tunas,
58,11,CUB,Matanzas,
58,12,CUB,Pinar del Río,
58,13,CUB,Sancti Spíritus,
58,14,CUB,Santiago de Cuba,
58,15,CUB,Villa Clara,
60,1,CYP,Famagusta,
60,3,CYP,Larnaca,
60,4,CYP,Limassol,
60,5,CYP,Nicosia,
60,6,CYP,Paphos,
61,1,CZE,Jihoceský,
61,2,CZE,Jihomoravský,
61,3,CZE,Karlovarský,
61,4,CZE,Kraj Vysocina,
61,5,CZE,Královéhradecký,
61,6,CZE,Liberecký,
61,7,CZE,Moravskoslezský,
61,8,CZE,Olomoucký,
61,9,CZE,Pardubický,
61,10,CZE,Plzenský,
61,12,CZE,Stredoceský,
61,13,CZE,Ústecký,
61,14,CZE,Zlínský,
62,1,COD,Bandundu,
62,2,COD,Bas-Congo,
62,3,COD,Équateur,
62,4,COD,Kasaï-Occidental,
62,5,COD,Kasaï-Oriental,
62,6,COD,Katanga,
62,7,COD,Kinshasa City,
62,8,COD,Kivu,
62,9,COD,Orientale,
63,1,DNK,Århus,
63,2,DNK,Bornholm,
63,3,DNK,Copenhagen,
63,4,DNK,Frederiksborg,
63,5,DNK,Fyn,
63,6,DNK,North Jutland,
63,7,DNK,Ribe,
63,8,DNK,Ringkøbing,
63,10,DNK,South Jutland,
63,11,DNK,Storstrøm,
63,12,DNK,Vejle,
63,13,DNK,Vestsjælland,
63,14,DNK,Viborg,
64,1,DJI,Ali Sabieh,
64,2,DJI,Dikhil,
64,4,DJI,Obock,
64,5,DJI,Tadjourah,
65,1,DMA,Saint Andrew,
65,2,DMA,Saint David,
66,1,DOM,Azua,
66,3,DOM,Barahona,
66,6,DOM,Duarte,
66,7,DOM,El Seybo,
66,8,DOM,Espaillat,
66,10,DOM,Independencia,
66,11,DOM,La Altagracia,
66,15,DOM,María Trinidad Sánchez,
66,16,DOM,Monseñor Nouel,
66,17,DOM,Monte Cristi,
66,18,DOM,Monte Plata,
66,19,DOM,Pedernales,
66,20,DOM,Peravia,
66,21,DOM,Puerto Plata,
66,23,DOM,Samaná,
66,26,DOM,San Juan,
66,27,DOM,San Pedro de Macorís,
66,29,DOM,Santiago Rodríguez,
66,30,DOM,Santiago,
66,31,DOM,Santo Domingo,
67,3,TLS,Ambeno,
67,4,TLS,Baucau,
67,5,TLS,Bobonaro,
67,6,TLS,Cova Lima,
67,7,TLS,Dili,
67,9,TLS,Lautem,
67,11,TLS,Manatuto,
67,12,TLS,Manufahi,
67,13,TLS,Viqueque,
68,1,ECU,Azuay,
68,2,ECU,Bolivar,
68,4,ECU,Carchi,
68,5,ECU,Chimborazo,
68,6,ECU,Cotopaxi,
68,7,ECU,El Oro,
68,8,ECU,Esmeraldas,
68,9,ECU,Galápagos,
68,10,ECU,Guayas,
68,11,ECU,Imbabura,
68,12,ECU,Loja,
68,13,ECU,Los Rios,
68,14,ECU,Manabi,
68,15,ECU,Morona Santiago,
68,16,ECU,Orellana,
68,17,ECU,Pastaza,
68,18,ECU,Pichincha,
68,19,ECU,Sucumbios,
68,20,ECU,Tungurahua,
68,21,ECU,Zamora Chinchipe,
69,1,EGY,Ad Daqahliyah,
69,2,EGY,Al Bahr al Ahmar,
69,3,EGY,Al Buhayrah,
69,4,EGY,Al Fayyum,
69,5,EGY,Al Gharbiyah,
69,6,EGY,Al Iskandariyah,
69,7,EGY,Al Isma`iliyah,
69,8,EGY,Al Jizah,
69,10,EGY,Al Minya,
69,11,EGY,Al Qahirah,
69,12,EGY,Al Qalyubiyah,
69,13,EGY,Al Wadi al Jadid,
69,14,EGY,As Suways,
69,15,EGY,Ash Sharqiyah,
69,16,EGY,Aswan,
69,18,EGY,Bani Suwayf,
69,21,EGY,Janub Sina',
69,22,EGY,Kafr ash Shaykh,
69,23,EGY,Matruh,
69,24,EGY,Qina,
69,25,EGY,Shamal Sina',
70,2,SLV,Cabañas,
70,3,SLV,Chalatenango,
70,5,SLV,La Libertad,
70,6,SLV,La Paz,
70,7,SLV,La Unión,
70,9,SLV,San Miguel,
70,13,SLV,Sonsonate,
70,14,SLV,Usulután,
71,1,GNQ,Annobón,
71,2,GNQ,Bioko Norte,
71,3,GNQ,Bioko Sur,
71,4,GNQ,Centro Sur,
71,6,GNQ,Litoral,
71,7,GNQ,Wele-Nzás,
72,2,ERI,Debub,
72,3,ERI,Debubawi Keyih Bahri,
72,4,ERI,Gash Barka,
72,5,ERI,Maekel,
72,6,ERI,Semenawi Keyih Bahri,
73,1,EST,Harju,
73,2,EST,Hiiu,
73,3,EST,Ida-Viru,
73,4,EST,Järva,
73,5,EST,Jõgeva,
73,6,EST,Lääne-Viru,
73,7,EST,Lääne,
73,8,EST,Pärnu,
73,9,EST,Peipsi,
73,10,EST,Põlva,
73,11,EST,Rapla,
73,12,EST,Saare,
73,13,EST,Tartu,
73,14,EST,Valga,
73,15,EST,Viljandi,
73,16,EST,Võru,
74,2,ETH,Afar,
74,3,ETH,Amhara,
74,4,ETH,Benshangul-Gumaz,
74,6,ETH,Gambela Peoples,
74,8,ETH,Oromia,
74,9,ETH,Somali,
74,10,ETH,"Southern Nations, Nationalities and Peoples",
74,11,ETH,Tigray,
76,1,FRO,Eysturoyar,
76,2,FRO,Norderøerne,
76,4,FRO,Streymoyar,
76,5,FRO,Suðuroyar,
77,1,FJI,Central,
77,2,FJI,Eastern,
77,3,FJI,Northern,
77,5,FJI,Western,
78,1,FIN,Eastern Finland,
78,2,FIN,Lapland,
78,3,FIN,Oulu,
78,4,FIN,Southern Finland,
78,5,FIN,Western Finland,
78,6,FIN,NA,
78,8,FIN,NA,
78,9,FIN,NA,
78,13,FIN,NA,
79,11,FRA,Île-de-France,
79,21,FRA,Champagne-Ardenne,
79,22,FRA,Picardie,
79,23,FRA,Haute-Normandie,
79,24,FRA,Centre,
79,25,FRA,Basse-Normandie,
79,26,FRA,Bourgogne,
79,31,FRA,Nord-Pas-de-Calais,
79,41,FRA,Lorraine,
79,42,FRA,Alsace,
79,43,FRA,Franche-Comté,
79,52,FRA,Pays de la Loire,
79,53,FRA,Bretagne,
79,54,FRA,Poitou-Charentes,
79,72,FRA,Aquitaine,
79,73,FRA,Midi-Pyrénées,
79,74,FRA,Limousin,
79,82,FRA,Rhône-Alpes,
79,83,FRA,Auvergne,
79,91,FRA,Languedoc-Roussillon,
79,93,FRA,Provence-Alpes-Côte d'Azur,
79,94,FRA,Corse,
80,1,GUF,Cayenne,
80,2,GUF,Saint-Laurent-du-Maroni,
82,1,ATF,Amsterdam and Saint-Paul,
82,2,ATF,Crozet Archipelago,
82,3,ATF,Îles Éparses,
82,4,ATF,Kerguelen,
83,1,GAB,Estuaire,
83,2,GAB,Haut-Ogooué,
83,3,GAB,Moyen-Ogooué,
83,4,GAB,Ngounié,
83,5,GAB,Nyanga,
83,6,GAB,Ogooué-Ivindo,
83,7,GAB,Ogooué-Lolo,
83,8,GAB,Ogooué-Maritime,
83,9,GAB,Wouleu-Ntem,
83,10,GAB,NA,
84,6,GMB,Western,
84,11,GMB,NA,
85,1,GEO,Abkhazia,
85,2,GEO,Ajaria,
85,4,GEO,Imereti,
85,5,GEO,Kakheti,
85,6,GEO,Kvemo Kartli,
85,7,GEO,Mtskheta-Mtianeti,
85,8,GEO,Racha-Lechkhumi-Kvemo Svaneti,
85,9,GEO,Samegrelo-Zemo Svaneti,
85,10,GEO,Samtskhe-Javakheti,
85,11,GEO,Shida Kartli,
86,1,DEU,Baden-Württemberg,
86,2,DEU,Bayern,
86,4,DEU,Brandenburg,
86,7,DEU,Hessen,
86,8,DEU,Mecklenburg-Vorpommern,
86,9,DEU,Niedersachsen,
86,10,DEU,Nordrhein-Westfalen,
86,11,DEU,Rheinland-Pfalz,
86,12,DEU,Saarland,
86,13,DEU,Sachsen-Anhalt,
86,14,DEU,Sachsen,
86,15,DEU,Schleswig-Holstein,
86,16,DEU,Thüringen,
87,1,GHA,Ashanti,
87,2,GHA,Brong Ahafo,
87,3,GHA,Central,
87,4,GHA,Eastern,
87,5,GHA,Greater Accra,
87,6,GHA,Northern,
87,7,GHA,Upper East,
87,8,GHA,Upper West,
87,9,GHA,Volta,
87,10,GHA,Western,
87,31,GHA,NA,
89,1,GRC,Anatoliki Makedonia kai Thraki,
89,2,GRC,Attiki,
89,3,GRC,Ayion Oros,
